SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other
Harvard,SCHOOL OF PUBLIC HEALTH,DEAN,F,Michelle Williams,
Harvard,SCHOOL OF PUBLIC HEALTH,DEAN,F,Karen M. Emmons,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Michael J. Grusby,Executive Dean 
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Meredith B. Rosenthal,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Francesca Dominici,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,M,James Smith,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Nancy Turnbull,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Nancy Kane,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Michael Voligny,Vice Dean 
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Mahnaz El-Kouedi,
Harvard,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Drew Gilpin Faust ,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Alan Garber,Provost 
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Katherine N. Lapp,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Paul Andrew,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Tamara Rogers,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Marilyn Hausammann,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Marc Goodheart,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Anne Margulies,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Leah Rosovsky,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Sarah E. Thomas,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Robert Iuliano,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Meredith Weenick,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Thomas J. Hollister,
University of California Berkley ,CHEMISTRY,DEAN,M,"Clark, Douglas S.",
University of California Berkley ,CHEMISTRY,ASSOCIATE DEAN,M,"Francis, Matthew",
University of California Berkley ,CHEMISTRY,DEAN,M,"Arnold, John",
University of California Berkley ,CHEMISTRY,ASSISTANT DEAN,M,"de Janvry, Laurent",
University of California Berkley ,CHEMISTRY,ASSISTANT DEAN,F,"Sutton, Suzanne",
University of California Berkley ,CHEMISTRY,ASSISTANT DEAN,M,"Shtromberg, Alexander",
University of California Berkley ,GRADUATE SCHOOL OF EDUCATION ,ASSISTANT DEAN,M,Alejandro Luna,
University of California Berkley ,GRADUATE SCHOOL OF EDUCATION ,DEAN,F,Prudence L Carter,
University of California Berkley ,GRADUATE SCHOOL OF EDUCATION ,ASSOCIATE DEAN,M,Elliot Turiel,
University of California Berkley ,ENGINEERING,DEAN,M,S. Shankar Sastry,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,M,Phil Kaminsky,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,F,Constance Chang-Hasnain,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,F,Kara Nelson,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,M,Masayoshi Tomizuka,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,M,Karl van Bibber,
University of California Berkley ,ENGINEERING,ASSISTANT DEAN,M,Eric Fraser,
University of California Berkley ,ENGINEERING,ASSISTANT DEAN,M,Dat Le,
University of California Berkley ,ENGINEERING,ASSISTANT DEAN,F,Melissa Nidever,
University of California Berkley ,ENGINEERING,ASSISTANT DEAN,M,Scott Shackleton,
University of California Berkley ,ENGINEERING,ASSISTANT DEAN,M,Anthony St. George,
University of California Berkley ,ENGINEERING,ASSOCIATE DEAN,M,Jeff Boko,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSOCIATE DEAN,F,Renee Chow,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSISTANT DEAN,M,Chris Glick ,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSISTANT DEAN,F,Patricia Mead ,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSISTANT DEAN,F,Jan Miller,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSISTANT DEAN,F,Jennifer Sang ,
University of California Berkley ,ENVIRONMENTAL DESIGN,ASSOCIATE DEAN,F,Susan Ubbelohde,
University of California Berkley ,ENVIRONMENTAL DESIGN,DEAN,F,Jennifer Wolch ,Dean of school 
University of California Berkley ,SCHOOL OF BUSINESS ,DEAN,M,Rich Lyons,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Courtney Chandler,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Jamie Breen,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,M,William Pearce,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,M,Peter Johnson,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Abby Scott,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Leslie Schibsted,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSOCIATE DEAN,F,Candace Yano,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,M,Jay Stowsky,
University of California Berkley ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Erika Walker,
University of California Berkley ,SCHOOL OF INFORMATION,ASSISTANT DEAN,F,Jenny Collins,
University of California Berkley ,SCHOOL OF INFORMATION,ASSOCIATE DEAN,M,Jesse Goldhammer,
University of California Berkley ,SCHOOL OF INFORMATION,ASSISTANT DEAN,F,Kristi Mitchell,
University of California Berkley ,SCHOOL OF INFORMATION,DEAN,F,Annalee Saxenian ,
University of California Berkley ,GRADUATE SCHOOL OF JOURNALISM ,ASSISTANT DEAN,F,Roia Ferrazares,
University of California Berkley ,GRADUATE SCHOOL OF JOURNALISM ,DEAN,M,Edward Wasserman,
University of California Berkley ,GRADUATE SCHOOL OF JOURNALISM ,ASSISTANT DEAN,M,Jeremy Rue,
University of California Berkley ,GRADUATE SCHOOL OF JOURNALISM ,ASSISTANT DEAN,F,Kara Platoni,
University of California Berkley ,LAW SCHOOL,DEAN,M,Erwin Chemerinsky,
University of California Berkley ,LAW SCHOOL,ASSOCIATE DEAN,M,Mark Gergen,
University of California Berkley ,LAW SCHOOL,ASSOCIATE DEAN,M,Calvin Morrill ,
University of California Berkley ,LAW SCHOOL,ASSOCIATE DEAN,F,Molly Van Houweling,
University of California Berkley ,LAW SCHOOL,ASSISTANT DEAN,M,Charles G. Cannon,
University of California Berkley ,LAW SCHOOL,ASSISTANT DEAN,F,Patricia Donnelly ,
University of California Berkley ,LAW SCHOOL,ASSISTANT DEAN,M,Terrence J. Galligan,
University of California Berkley ,LAW SCHOOL,DEAN,F,Annik T. Hirshen,
University of California Berkley ,LAW SCHOOL,ASSISTANT DEAN,M,Edward Tom,
University of California Berkley ,LAW SCHOOL,ASSISTANT DEAN,F,Susan R. Whitman ,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,F,Carla Hesse,Dean of school 
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,M,Anthony J. Cascardi,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,M,Michael R. Botchan,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,F,Frances Hellman,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,M,Bob Jacobsen,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSISTANT DEAN,F,Amy Robinson,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,M,John McKee,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,DEAN,M,Robert Jacobsen,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,F,Linda Rugg,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,M,David Ackerly,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,F,Kathleen Donegan:,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,M,Richard Harland,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,M,Philip Stark,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,M,Trond Peterson,
University of California Berkley ,COLLEGE OF LETTERS AND SCIENCE ,ASSOCIATE DEAN,M,Maximilian Auffhammer ,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,DEAN,M,J. Keith Gilless,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSOCIATE DEAN,M,Steve Lindow,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSOCIATE DEAN,M,Lewis Feldman,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSOCIATE DEAN,M,Lynn Huntsinger,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSISTANT DEAN,F,Rebecca Sablo,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSISTANT DEAN,F,Kathryn Moriarty Baldwin,
University of California Berkley ,COLLEGE OF NATURAL RESOURCES,ASSISTANT DEAN,F,Barbara Lane,
University of California Berkley ,SCHOOL OF OPTOMETRY,DEAN,M,John Flanagan,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSOCIATE DEAN,F,Gunilla Haegerstrom-Portnoy,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSOCIATE DEAN,F,Christina Wilmer,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSOCIATE DEAN,M,Richard C. Van Sluyters,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSISTANT DEAN,F,Monica Porter,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSISTANT DEAN,F,Anna Lim,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSISTANT DEAN,F,Meg St. John,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSISTANT DEAN,F,Kristen Williams,
University of California Berkley ,SCHOOL OF OPTOMETRY,ASSOCIATE DEAN,F,Christina Wilmer,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,DEAN,M,Stefano M. Bertozzi,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Katharine Hammond,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Darlene Francis,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Jennifer Ahern,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSISTANT DEAN,F,Priya Mehta MBA,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSISTANT DEAN,M,Shederick A. McClendon MPH,
University of California Berkley ,SCHOOL OF PUBLIC HEALTH ,ASSISTANT DEAN,F,Emily Schwarz,
University of California Berkley ,SCHOOL OF PUBLIC POLICY,DEAN,M,Henry E. Brady,
University of California Berkley ,SCHOOL OF PUBLIC POLICY,ASSISTANT DEAN,F,Martha Chavez,
University of California Berkley ,SCHOOL OF PUBLIC POLICY,ASSISTANT DEAN,F,Annette Doornbos,
University of California Berkley ,SCHOOL OF PUBLIC POLICY,ASSISTANT DEAN,F,Sandi Ketchpel,
University of California Berkley ,SCHOOL OF PUBLIC POLICY,ASSISTANT DEAN,F,Sudha Shetty,
University of California Berkley ,SOCIAL WELFARE,ASSISTANT DEAN,M,Benjamin Berres,
University of California Berkley ,SOCIAL WELFARE,DEAN,M,Jeffrey Edleson,
University of California Berkley ,SOCIAL WELFARE,ASSISTANT DEAN,F,Denise Schiller,
University of California Berkley ,SOCIAL WELFARE,ASSISTANT DEAN,F,Heidi Wagner,
University of California Berkley ,SENIOR LEADERSHIP,OTHER,F,Khira Griscavage ,Associate Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Carol Christ ,Chancellor
University of California Berkley ,SENIOR LEADERSHIP,OTHER,F,Tsu-Jae Liu ,Vice Provost 
University of California Berkley ,SENIOR LEADERSHIP,OTHER,M,Benjamin Hermalin ,Vice Provost 
University of California Berkley ,SENIOR LEADERSHIP,OTHER,F,Fiona Doyle ,Vice Provost 
University of California Berkley ,SENIOR LEADERSHIP,OTHER,M,Paul Alivisatos ,Executive Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,OTHER,F,Diana Harvey ,Associate Vice Chancellor
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Catherine Koshland ,Vice Chancellor
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Marc Fisher ,Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Julie Hooper ,Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,"Oscar Dubón, Jr. ",Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Rosemarie Rae ,Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Steven Martin ,Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Stephen Sutton ,Vice Chancellor 
University of California Berkley ,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Janet Napolitano ,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Robert Stacey,Dean of school 
University of Washington ,COLLEGE OF ARTS AND SCIENCES,DEAN,M,George Lovell,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Suzanne Hawley,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Michael Shapiro,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Catherine Cole,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Steve Majeski,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Kevin Mihata,
University of Washington ,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Tracy Ostrem,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,DEAN,M, John Schaufelberger,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSISTANT DEAN,F,Rachel Ward,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSOCIATE DEAN,M,Jeffrey Ochsner,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSOCIATE DEAN,F,Marina Alberti,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSOCIATE DEAN,M,Kimo Griggs,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSISTANT DEAN,M,Edgar Gonzalez,
University of Washington ,COLLEGE OF BUILT ENVIRONMENTS,ASSISTANT DEAN,M,Mark Baratta,
University of Washington ,SCHOOL OF BUSINESS ,DEAN,M,James Jiambalvo,
University of Washington ,SCHOOL OF BUSINESS ,ASSISTANT DEAN,F,Michelle Griffin,
University of Washington ,SCHOOL OF BUSINESS ,ASSOCIATE DEAN,F,Xiao-Ping Chen,
University of Washington ,SCHOOL OF DENTISTRY,DEAN,F,Susan E. Coldwell,
University of Washington ,SCHOOL OF DENTISTRY,ASSOCIATE DEAN,F,Sara Gordon,
University of Washington ,SCHOOL OF DENTISTRY,DEAN,M,James Johnson ,Dean of school 
University of Washington ,SCHOOL OF DENTISTRY,ASSISTANT DEAN,F,Christina Vanosdoll,
University of Washington ,SCHOOL OF DENTISTRY,DEAN,M,Thomas Dodson,
University of Washington ,SCHOOL OF DENTISTRY,ASSISTANT DEAN,F,Jessie Garcia,
University of Washington ,SCHOOL OF DENTISTRY,ASSOCIATE DEAN,F,Linda LeResche,
University of Washington ,SCHOOL OF DENTISTRY,ASSOCIATE DEAN,M,John Sorensen,
University of Washington ,SCHOOL OF DENTISTRY,ASSISTANT DEAN,M,Bob Wanezek,
University of Washington ,SCHOOL OF DENTISTRY,ASSOCIATE DEAN,M,John Wataha,
University of Washington ,COLLEGE OF EDUCATION,DEAN,F,Mia Tuan,
University of Washington ,COLLEGE OF EDUCATION,ASSISTANT DEAN,M,Patrick Sexton,
University of Washington ,COLLEGE OF EDUCATION,ASSISTANT DEAN,M,Martin Howell,
University of Washington ,COLLEGE OF EDUCATION,ASSISTANT DEAN,M,Eric Lawson,
University of Washington ,COLLEGE OF EDUCATION,ASSISTANT DEAN,F,Santhi Perumal,
University of Washington ,COLLEGE OF ENGINEERING,DEAN,M,Michael B. Bragg,
University of Washington ,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Brian Fabien,
University of Washington ,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Eve Riskin,
University of Washington ,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Judy Mahoney,
University of Washington ,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Pedro Arduino,
University of Washington ,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Greg Miller,Vice Dean 
University of Washington ,COLLEGE OF THE ENVIRONMENT,DEAN,F,Lisa J. Graumlich,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSOCIATE DEAN,F,Stephanie Harrington,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSOCIATE DEAN,F,Julia K. Parrish,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSOCIATE DEAN,F,Marilyn Montgomery,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSISTANT DEAN,F,Terryl Ross,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSOCIATE DEAN,M,Robert Wood,
University of Washington ,COLLEGE OF THE ENVIRONMENT,ASSISTANT DEAN,F,Amy Snover,
University of Washington ,GRADUATE SCHOOL,DEAN,M,David L. Eaton,
University of Washington ,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Rebecca Aanerud,
University of Washington ,GRADUATE SCHOOL,ASSOCIATE DEAN,M,Gino Aisenberg,
University of Washington ,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Kelly Edwards,
University of Washington ,SCHOOL OF LAW ,ASSISTANT DEAN,F,Melissa Berry,
University of Washington ,SCHOOL OF LAW ,ASSISTANT DEAN,F,Jessica Brase ,
University of Washington ,SCHOOL OF LAW ,ASSOCIATE DEAN,M,Jonathon Franklin ,
University of Washington ,SCHOOL OF LAW ,ASSISTANT DEAN,M,Mathiew Le ,
University of Washington ,SCHOOL OF LAW ,ASSISTANT DEAN,M,Pontus Niklasson ,
University of Washington ,SCHOOL OF LAW ,ASSISTANT DEAN,M,Craig Wright ,
University of Washington ,SCHOOL OF LAW ,ASSOCIATE DEAN,F,Christine Cimini ,
University of Washington ,SCHOOL OF LAW ,ASSOCIATE DEAN,F,Sanne Knudsen ,
University of Washington ,SCHOOL OF LAW ,ASSOCIATE DEAN,M,Scott Shumacher ,
University of Washington ,SCHOOL OF LAW ,ASSOCIATE DEAN,F,Brenda Williams ,
University of Washington ,INFORMATION SCHOOL ,ASSISTANT DEAN,F,Mary Clark,
University of Washington ,INFORMATION SCHOOL ,DEAN,M,Anind K. Dey,
University of Washington ,INFORMATION SCHOOL ,ASSOCIATE DEAN,F,Carole Palmer,
University of Washington ,INFORMATION SCHOOL ,ASSOCIATE DEAN,M,Matthew Saxton,
University of Washington ,INFORMATION SCHOOL ,ASSOCIATE DEAN,M,Joseph T. Tennis,
University of Washington ,SCHOOL OF MEDICINE,DEAN,M,Paul G. Ramsey,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Suzanne M. Allen,Vice Dean 
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Byron Joyner,Vice Dean 
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Mark Green,Vice Dean 
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,John T. Slattery,Vice Dean 
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Jennifer Best,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Sara Kim,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Mary Lenora ""Nora"" Disis",
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Sheila A. Lukehart,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Timothy Dellit,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Daryl Potyk,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Anne Eacker,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Michael Ryan,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Erika Goldstein,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Christina M. Surawicz,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Marshall S. Horwitz,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Carol Teitz,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Paul James,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Marjorie Wenrich,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Mary Fran Joseph,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Thomas Staiger,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,J. Richard Goss,
University of Washington ,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Bruder Stapleton,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Cindy A. Hamra,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,LeeAnna Muzquiz,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,James B. Hendricks,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Stephen Schmechel,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,John McCarthy,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Mark Whipple,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Raye Maestas,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Tim Robinson,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Martin Teintze,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,"William Sayres Jr,",
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Jeffrey Seegmiller,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Jane Shelby,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Mary Barinaga,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Geoffry Jones,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Frank Batcha,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Lawrence E. Kirven,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Jay S. Erickson,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,"Yong ""Ki"" Shin",
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Barbara Doty,
University of Washington ,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Judy Swanson,
University of Washington ,SCHOOL OF NURSING,DEAN,F,Azita Emami,
University of Washington ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Joie Whitney,
University of Washington ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Shari L. Dworkin,
University of Washington ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Selina Mohammed,
University of Washington ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Nancy Fugate Woods,
University of Washington ,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Anne Hirsch,
University of Washington ,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Claire Forster,
University of Washington ,SCHOOL OF PHARMACY,ASSISTANT DEAN,F,Christene James,
University of Washington ,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Peggy Odegard,
University of Washington ,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Andy Stergachis,
University of Washington ,SCHOOL OF PHARMACY,DEAN,M,Sean D. Sullivan,dean of school 
University of Washington ,SCHOOL OF PHARMACY,ASSISTANT DEAN,M,Shabir Somani,
University of Washington ,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Stanley Weber,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,DEAN,F,Sandra O. Archibald,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSOCIATE DEAN,F,C. Leigh Anderson,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSOCIATE DEAN,M,Mark Long,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSOCIATE DEAN,M,Justin Marlowe,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSOCIATE DEAN,M,Craig Thomas,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSISTANT DEAN,F,Rebecca Ehrlichman Blume,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSISTANT DEAN,M,Adam Sherman,
University of Washington ,SCHOOL OF PUBLIC POLICY AND GOVERNANCE ,ASSISTANT DEAN,F,Carrie Evans,
University of Washington ,SCHOO OF PUBLIC HEALTH,DEAN,M,Joel Kaufman,
University of Washington ,SCHOO OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Shirley A.A. Beresford,
University of Washington ,SCHOO OF PUBLIC HEALTH,ASSISTANT DEAN,F,Megan Ingram,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,F,Tessa Evans-Campbell ,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSISTANT DEAN,F,April Johnson,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSISTANT DEAN,F,Val Kalei Kanuha,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSISTANT DEAN,F,Vicki Anderson-Ellis,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,F,Karina Walters,
University of Washington ,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,F,Eddie Uehara,
University of Washington ,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Ana Mari Cauce,
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jerry Baldasty,Provost 
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Randy Hodgins,
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jeffrey Scott,
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Vikram Jandhyala,
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Mindy Kornberg,
University of Washington ,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Rickey Hall,
