SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other,a,b,c,d,e
Columbia University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Rebecca Hirade,,,,,,
Columbia University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Richard Slusarczyk,,,,,,
Columbia University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,DEAN,M,Carlos J. Alonso,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,F,Erica McGibbon,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,F,Tiffany Decker,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,F,Amber Griffiths,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,F,Kate Strzalkowski,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,F,Limary Carrasquillo,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,M,Glenn Novarr,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,M,David Keefe,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,M,Joshua Edwin,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,M,Anthony Ferreria,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSISTANT DEAN,M,Brian (Mike) Allen,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,F,Jill Galas Hickey,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,F,Jessica Sarles-Dinsick,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,F,Ivonne Rojas,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,F,Vanessa Karahalios,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,F,Sara Remedios,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,M,Curtis Rodgers,vice dean ,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,ASSOCIATE DEAN,M,Nathaniel Wilcox,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,DEAN,F,Lisa Rosen-Metsch ,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,DEAN,F,Victoria Rosner ,,,,,,
Columbia University,SCHOOL OF GENERAL STUDIES,DEAN,M,Tom Harford,,,,,,
Columbia University,SCHOOL OF INTERNATIONAL AND PUBLIC AFFAIRS ,ASSOCIATE DEAN,M,Eric Verhoogen,VICE DEAN,,,,,
Columbia University,SCHOOL OF INTERNATIONAL AND PUBLIC AFFAIRS ,ASSOCIATE DEAN,M,Miguel Urquiola,VICE DEAN,,,,,
Columbia University,SCHOOL OF INTERNATIONAL AND PUBLIC AFFAIRS ,ASSOCIATE DEAN,M,Cory Way,,,,,,
Columbia University,SCHOOL OF INTERNATIONAL AND PUBLIC AFFAIRS ,DEAN,F,Merit E. Janow,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSISTANT DEAN,F,Karen S. Desjardins,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSISTANT DEAN,F,Susan Doyle-Lindrud,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSISTANT DEAN,F,Wilhelmina Manzano,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSISTANT DEAN,F,Arlene Smaldone,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSISTANT DEAN,F,Vivian Taylor,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,F,Reva Feinstein,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,F,Judy Honig,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,F,Elaine Larson,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,F,Linda Muskat-Rim,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,F,Judy Wolfe,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,M,Stephen Ferrara,,,,,,
Columbia University,SCHOOL OF NURSING ,ASSOCIATE DEAN,M,Jason Wright,,,,,,
Columbia University,SCHOOL OF NURSING ,DEAN,F,Bobbie Berkowitz,,,,,,
Columbia University,SCHOOL OF PROFESSIONAL STUDIES ,ASSOCIATE DEAN,F,Tatum Soo Kim,,,,,,
Columbia University,SCHOOL OF PROFESSIONAL STUDIES ,ASSOCIATE DEAN,M,Erik T. Nelson,,,,,,
Columbia University,SCHOOL OF PROFESSIONAL STUDIES ,DEAN,M,Jason Wingard,,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Rose Diaz,,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Linda Cushman,,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Julie Kornfeld,vice dean,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Robert Fullilove,,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,DEAN,F,Linda P. Fried,,,,,,
Columbia University,SCHOOL OF PUBLIC HEALTH,DEAN,F,Marlyn Delva,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSISTANT DEAN,F,Kathryn Leak,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSISTANT DEAN,F,Ann McCann Oakley,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSISTANT DEAN,M,Michael Lovaglio,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSOCIATE DEAN,F,Stacy Kass,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSOCIATE DEAN,M,Allen Zweben,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSOCIATE DEAN,M,Gerard Bueno,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,ASSOCIATE DEAN,M,Craig Schwalbe,,,,,,
Columbia University,SCHOOL OF SOCIAL WORK ,DEAN,M,Irwin Garfinkel,,,,,,
Columbia University,SCHOOL OF THE ARTS,ASSOCIATE DEAN,F,Julie Rossi ,,,,,,
Columbia University,SCHOOL OF THE ARTS,ASSOCIATE DEAN,F,Roberta Albert ,,,,,,
Columbia University,SCHOOL OF THE ARTS,DEAN,F,Carol Becker ,,,,,,
Columbia University,SCHOOL OF THE ARTS,DEAN,F,Jana Hart Wright,,,,,,
Columbia University,SCHOOL OF THE ARTS,DEAN,F,Laila Maher ,,,,,,
Columbia University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Lee Bollinger,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Amelia J. Alverson,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Suzanne B. Goldberg,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Anne R. Sullivan,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,"Fountain, La-Verna",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,"Colburn, Shari",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,John H. Coatsworth,PROVOST,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David Greenberg,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Orin Herskowitz,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David B. Madigan,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Safwan M. Masri,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David M. Stone,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gerald M. Rosberg,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,G. Michael Purdy,,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Martino, Frank",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"McArthur, Edward",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"McShane, James",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Velez, Marcelo",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Wang, James",,,,,,
Columbia University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Wright, Scott",,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSISTANT DEAN,M,Peter Paradise ,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Beth A. Ahner,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Amy McCune,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Margaret H. Ferguson,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Jan Nyrop ,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Samara Sit,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,F,Sharon Detzer,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,ASSOCIATE DEAN,M,Donald R. Viands,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,DEAN,F,Kathryn J. Boor,,,,,,
Cornell University,COLLEGE OF AGRICULTURE AND LIFE SCIENCES ,DEAN,M,Max J. Pfeffer,,,,,,
Cornell University,COLLEGE OF AGRICULTURE ART PLANNING,ASSISTANT DEAN,F,Serena Savino,,,,,,
Cornell University,COLLEGE OF AGRICULTURE ART PLANNING,ASSISTANT DEAN,M,Thomas E. Cole,,,,,,
Cornell University,COLLEGE OF AGRICULTURE ART PLANNING,ASSISTANT DEAN,M,Barry Perlus,,,,,,
Cornell University,COLLEGE OF AGRICULTURE ART PLANNING,DEAN,M,Kent Kleinman,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Rachel Bean,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Marilyn Migiel,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Katherine Anderson,Interim Dean,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Andrew Bass,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Ted O'Donoghue,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,David M. Taylor,,,,,,
Cornell University,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Gretchen Ritter,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,F,Laura Syer,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,F,Barbara Scott,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,F,Cathy A. Enz,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,F,Meg Hardie Keilbach,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Tim Durnford,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,David Wooten,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Jon Denison,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,"Harry Kaiser,",,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Benjamin Davis,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Allan Filipowicz,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Vishal Gaur,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Andrew Karolyi,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Michael Nowlis,,,,,,
Cornell University,COLLEGE OF BUSINESS ,ASSOCIATE DEAN,M,Douglas Stayman,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,F,Kate Walsh,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,F,Lynn Perry Wooten,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,M,Soumitra Dutta,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,M,Christopher Barrett,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,M,Rohit Verma,,,,,,
Cornell University,COLLEGE OF BUSINESS ,DEAN,M,Mark Nelson,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Erin Mulrooney,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Miranda Swanson ,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,F,Carol Packard,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Mark Lewis,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,David Erickson,,,,,,
Cornell University,COLLEGE OF ENGINEERING,ASSOCIATE DEAN,M,Michael Thompson,,,,,,
Cornell University,COLLEGE OF ENGINEERING,DEAN,M,Lance Collins,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,ASSISTANT DEAN,F,Amy Meckeler,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,ASSISTANT DEAN,F,Jennifer Rouin,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,ASSISTANT DEAN,M,Craig Higgins,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,ASSOCIATE DEAN,F,Rachel Dunifon,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,ASSOCIATE DEAN,F,Margaret Frey,,,,,,
Cornell University,COLLEGE OF HUMAN ECOLOGY,DEAN,M,Alan Mathios,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSISTANT DEAN,F,Katherine Edmondson,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSISTANT DEAN,F,Meg Thompson,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSISTANT DEAN,M,Len Johnson,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSISTANT DEAN,M,David J. Howe,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSISTANT DEAN,M,Kevin Mahaney,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSOCIATE DEAN,F,Susan Fubini,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSOCIATE DEAN,F,Jodi Korich,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSOCIATE DEAN,M,Alexander J. Travis,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,ASSOCIATE DEAN,M,Robert Weiss,,,,,,
Cornell University,COLLEGE OF VETERINARY MEDICINE,DEAN,M,Lorin D. Warnick,,,,,,
Cornell University,CORNELL TECH,ASSOCIATE DEAN,F,Deborah Estrin,,,,,,
Cornell University,CORNELL TECH,ASSOCIATE DEAN,M,Doug Stayman,,,,,,
Cornell University,CORNELL TECH,DEAN,M,Daniel P. Huttenlocher,,,,,,
Cornell University,FACULTY OF COMPUTING AND INFORMATION SCIENCE,ASSISTANT DEAN,F,Pat Musa,,,,,,
Cornell University,FACULTY OF COMPUTING AND INFORMATION SCIENCE,ASSISTANT DEAN,F,Marrie Neumer,,,,,,
Cornell University,FACULTY OF COMPUTING AND INFORMATION SCIENCE,DEAN,M,Greg Morrisett,,,,,,
Cornell University,FACULTY OF COMPUTING AND INFORMATION SCIENCE,DEAN,M,Charles Van Loan,,,,,,
Cornell University,GRADUATE SCHOOL,ASSISTANT DEAN,F,Janna Lamey ,,,,,,
Cornell University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Jan Allen ,,,,,,
Cornell University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Sara Hernandez ,,,,,,
Cornell University,GRADUATE SCHOOL,ASSOCIATE DEAN,M,Jason Kahabka ,,,,,,
Cornell University,GRADUATE SCHOOL,DEAN,F,Barbara Knuth ,,,,,,
Cornell University,LAW SCHOOL,ASSISTANT DEAN,F,Akua Akyea ,,,,,,
Cornell University,LAW SCHOOL,ASSISTANT DEAN,F,Elizabeth Brundige ,,,,,,
Cornell University,LAW SCHOOL,ASSISTANT DEAN,F,Aimée Houghton ,,,,,,
Cornell University,LAW SCHOOL,ASSISTANT DEAN,F,Elizabeth K. Peck ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,F,MONICA INGRAM,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,F,Femi Cadmus ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,F,Martha Fitzgerald ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,F,Laura Spitz ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,John DeRosa,,Shalini Mimani,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,Shawn Gavin ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,Ofer Leshed ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,Jens David Ohlin ,vice dean ,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,Richard F. Robinson ,,,,,,
Cornell University,LAW SCHOOL,ASSOCIATE DEAN,M,W. Bradley Wendel ,,,,,,
Cornell University,LAW SCHOOL,DEAN,F,Markeisha J. Miner ,,,,,,
Cornell University,LAW SCHOOL,DEAN,M,Eduardo M. Peñalver ,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,F,Margaret Polaneczky,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,F,Elizabeth Wilson-Anstey,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,M,Mark A. Albano,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,M,Matthew E. Fink,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,M,Marcus Lambert,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSISTANT DEAN,M,Joseph Safdieh,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Barbara Hempstead,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Linnie M. Golightly,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Katherine Hajjar,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Julianne Imperato-McGinley,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Yoon Kang,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Sibel A. Klimstra,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Lia Logio,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Jane Salmon,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Rache M. Simmons,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Randi Silver,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Mary Beth Walsh,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,F,Dana Zappetti,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,David Christini,Vice Dean ,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Gary Koretzky,Vice Dean ,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Michael G. Stewart,Vice Dean ,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Hugh Hemmings,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Peter N. Schlegel,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Wolfgang Aulitzky,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Charles L. Bardes,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Todd Evans,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Oliver T. Fein,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Scott J. Goldsmith,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,John P. Leonard,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Peter Marzuk,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,ASSOCIATE DEAN,M,Stephen J. Thomas,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,DEAN,M,Augustine M.K. Choi,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,DEAN,M,Carl Nathan,,,,,,
Cornell University,MEDICINE AND SCHOOL OF MEDICAL SCIENCES ,DEAN,M,Javaid I. Sheikh,,,,,,
Cornell University,SCHOOL OF CONTINUING EDUCATION AND SUMMER SESSIONS ,ASSISTANT DEAN,F,Himani Mewar,,,,,,
Cornell University,SCHOOL OF CONTINUING EDUCATION AND SUMMER SESSIONS ,ASSOCIATE DEAN,M,Charles W. Jermy Jr,,,,,,
Cornell University,SCHOOL OF CONTINUING EDUCATION AND SUMMER SESSIONS ,DEAN,M,Glenn C. Altschuler,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSISTANT DEAN,F,Valerie C. Benjamin,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSISTANT DEAN,F,Linda Barrington,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSISTANT DEAN,F,Kara Lombardi,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSISTANT DEAN,F,Jennifer Thurston,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSISTANT DEAN,M,Tom Addonizio,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSOCIATE DEAN,M,Alexander Colvin,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSOCIATE DEAN,M,Joseph Grasso,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,ASSOCIATE DEAN,M,Richard Hurd ,,,,,,
Cornell University,SCHOOL OF INDUSTRIAL AND LABOR RELATIONS,DEAN,M,Kevin Hallock ,,,,,,
Cornell University,SENIOR LEADERSHIP,OTHER,M,Stephen M. Cohen,Vice Provost ,,***,,,
Cornell University,SENIOR LEADERSHIP,OTHER,M,Michael I. Kotlikoff,Provost ,,,,,
Cornell University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Martha E. Pollack,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Joanne M. DeStefano,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Mary G. Opperman,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Frederick Burgess,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gerald Hector,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David Lifka,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Ryan T. Lombardi,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Joel M. Malina,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Paul Streeter,,,,,,
Cornell University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Fred Van Sickle,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSISTANT DEAN,M,Jeffrey Forbes,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Lee W. Willard,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Sandy Connolly,Vice Dean,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Kevin Moore,Vice Dean,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,"Edward D. Gomes, Jr.",,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Gerald Wilson,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,ASSOCIATE DEAN,M, Shane Goodridge,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Valerie Sheares Ashby,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,DEAN,F,Gennifer Weisenfeld,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Arlie Petters ,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Dan Kiehart,,,,,,
Duke University,COLLEGE OF ARTS AND SCIENCES,DEAN,M,Harris Cooper,,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Audrey Ward,,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,Rob Knebel,,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,David Odom,,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,Sujin Pak,VICE DEAN ,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,Dan Struble,,,,,,
Duke University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,David Toole,,,,,,
